"","SubCatch","allO_th_name","allE_th_name","allBhs__name","allBs_t_name","allBh_t_name","allB_name"
"1",422,5.6,6.6,3.45,0,0.4,3.85
"2",423,5.8125,3.4375,2.75,0,2.0625,4.8125
"3",424,7.80833333333333,1.20833333333333,15.1,0.433333333333333,9.06666666666667,24.6
"4",522,5.7,0.2,15.7,0,0,15.7
"5",523,7.75,4.85714285714286,12.5714285714286,3.89285714285714,0.107142857142857,16.5714285714286
"6",524,10.758064516129,4.48387096774194,17.5322580645161,5.74193548387097,4.83870967741935,28.1129032258065
"7",862,16.75,1.58333333333333,3.58333333333333,2.58333333333333,0,6.16666666666667
"8",863,16.8679245283019,3,11.9339622641509,5.94339622641509,0.207547169811321,18.0849056603774
"9",864,17.1,2.3,10.5,14.1,3.4,28
